|bankid|bankname|bankaddress|bankphone|bankdesc|bankurl|searchurl|dtype
93|1180|Davue Ob/Gyn|Good Samaritan Hospital Dayton, OH 45406 USA||||https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=1&dpIdentityNumber=&faID=1180&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|1
94|665|Derry-Rock Clinic (MA)|Roxbury, MA USA||||https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=1&dpIdentityNumber=&faID=665&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|1
95|557|Diamond Institute (NJ)|Millburn, NJ USA||||https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=1&dpIdentityNumber=&faID=557&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|1
96|1089|Die KinderwunschPraxis Tübingen|Hagellocher Weg 63 , 72070 DEU|07071-94663-0|Dr. U. Göhring, E-mail: goehring@kinderwunschpraxis.com|http://www.kinderwunschpraxis.com|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=1&dpIdentityNumber=&faID=1089&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|1
97|65337|Diersklinik|, 8000 DNK|+45 2022 8587||http://www.diersklinik.dk|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=1&dpIdentityNumber=&faID=65337&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|1
98|188|Donor Screening for Insem. (Purposes)/Rose|Denver, CO USA||Operated through Rose Medical Center, Denver, Colorado (apparently no longer operating).   Dr. Hepner and Dr. Michael Moore. Also Dr. Robert Wall and Dr. Donald Aptekar. For current information: Advance Women's Health Institute Michael L. Moore, M.D.. 210 University Blvd. Suite 500 Denver, CO 80206 USA. Office: 303.321.2255 Toll Free: 1.800.577.4295 ||https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=1&dpIdentityNumber=&faID=188&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|1
99|628|Doran Clinic for Women (IA)|1015 Duff Avenue Ames, IA 50010 USA|||http://www.doranclinic.com/home.html|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=1&dpIdentityNumber=&faID=628&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|1
100|4|Dr. Abarbanel, Arthur B.|Los Angeles, CA USA||Years of Operation 1943-1968. Tyler Medical Clinic.||https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=1&dpIdentityNumber=&faID=4&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|1
101|65389|Dr. Alexander, Albert M.|Adams Ave. Walnut Grove Rd. Memphis, TN USA||Office was originally on Adams Ave. in Memphis, TN. Later moved to Baptist Memorial Hospital, Walnut Grove Rd. Now deceased.||https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=1&dpIdentityNumber=&faID=65389&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|1
102|663|Dr. Alpern,  Joshua|Anaheim, CA USA||||https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=1&dpIdentityNumber=&faID=663&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|1
103|65426|Dr. Anderson, Richard|117 Pirie Streed Ojai, CA USA||||https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=1&dpIdentityNumber=&faID=65426&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|1
104|65198|Dr. Armon, Carol -Jacksonville Hosp.(AL)|Jacksonville, AL 36265 USA||Dr. Armon operated this clinic for a short time before moving her practice to Florida.  She is now retired and lives in Palm Bay|http://https://www.health-first.org/physician/physicians/armon_carol/index.cfm|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=1&dpIdentityNumber=&faID=65198&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|1
105|834|Dr. Arnold, Ann|Minneapolis, MN USA||||https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=1&dpIdentityNumber=&faID=834&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|1
106|549|Dr. Asher|Hawkins Avenue Lake Ronkonkoma, NY 11779 USA||||https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=1&dpIdentityNumber=&faID=549&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|1
107|1233|Dr. Assad, Norman|Cambridge, ON CAN|| ||https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=1&dpIdentityNumber=&faID=1233&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|1
108|832|Dr. Bargman. Stuart|Carmichael, CA 95628 USA||||https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=1&dpIdentityNumber=&faID=832&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|1
109|1220|Dr. Barwin, Norman|Broad View Ottawa, ON CAN||"Dr. Barwin has been found to be the father of sperm donor children created at this office, and he has been involved in other sperm ""mix-ups"": http://www.cbc.ca/news/canada/ottawa/ottawa-doctor-loses-order-of-canada-after-sperm-mix-ups-1.1398704"||https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=1&dpIdentityNumber=&faID=1220&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|1
110|800|Dr. Batzer, Dr. Gocial, Dr. Gutman (PA)|8th and Locust Philadelphia, PA USA||See also Philadelphia Fertility Institute (8th & Locust). ||https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=1&dpIdentityNumber=&faID=800&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|1
111|435|Dr. Bauer, Henning F|4141 Geary Boulevard, Suite 309 San Francisco, CA 94119 USA|415-387-7907|Dr. Henning F. Bauer is retired now, so the adddress and phone number above are obsolete.||https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=1&dpIdentityNumber=&faID=435&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|1
112|883|Dr. Beck, William|800 Spruce Street Philadelphia, PA 19107 USA||Residence at Pennsylvania Hospital until August of 1985.||https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=1&dpIdentityNumber=&faID=883&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|1
113|303|Dr. Beltrami|Buffalo, NY USA||OB/GYN in private practice in Buffalo, NY who utilized medical students fron SUNY at Buffalo as donors.||https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=1&dpIdentityNumber=&faID=303&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|1
114|65011|Dr. Bendal|Whitehorse, YT CAN||Dr. Bendal,  in Whitehorse YT||https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=1&dpIdentityNumber=&faID=65011&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|1
115|65448|Dr. Benjamin (Buffalo NY)|Buffalo, NY USA||||https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=1&dpIdentityNumber=&faID=65448&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|1
116|65495|Dr. Berardi, Ralph|Yorktown, NY USA||||https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=1&dpIdentityNumber=&faID=65495&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|1
117|1301|Dr. Brandeis, Vincent T.|New york, NY USA||||https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=1&dpIdentityNumber=&faID=1301&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|1
118|65395|Dr. Brown, MT|Community Hospital building 2 Missoula, MT 59802 USA||||https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=1&dpIdentityNumber=&faID=65395&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|1
119|508|Dr. Brown, Robert|305 South Moorpark Road Thousand Oaks, CA 91361 USA|805-497-1628|Retired||https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=1&dpIdentityNumber=&faID=508&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|1
120|1284|Dr. Byce|1 park st madison , WI 53715 USA||Physician is Retired||https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=1&dpIdentityNumber=&faID=1284&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|1
121|201|Dr. Calkins OB-GYN|KS USA||||https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=1&dpIdentityNumber=&faID=201&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|1
122|328|Dr. Callas - Portland, Oregon|Portland, OR USA||My mother recalls this office likely being on Everett, Flanders or Gleason St. in Portland.  She thought the first name of the doctor was John, but in checking the Oregon Medical Board, the only OB-GYN practicing then was Stanley Dean Callas.  This was a private office, and we don't know if it was affiliated with a university or medical center.||https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=1&dpIdentityNumber=&faID=328&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|1
123|458|Dr. Cauwet, Roy|Palo Alto, CA USA||(pronounced CoVay), Stanford/Palo Alto||https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=1&dpIdentityNumber=&faID=458&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|1
124|324|Dr. Chapin, David S.|Storrs Drive ? Boston, MA USA|| ||https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=1&dpIdentityNumber=&faID=324&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|1
125|411|Dr. Chekowski, Alta Bates|Berkeley, CA USA||Located next to Alta Bates Hospital in Berkeley, CA||https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=1&dpIdentityNumber=&faID=411&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|1
126|238|Dr. Claypool, David|S. Pine Street Spokane, WA USA||Dr. Claypool was in practice in Spokane, Washington and now resides out of the area.||https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=1&dpIdentityNumber=&faID=238&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|1
127|675|Dr. Cline, Donald L. http://www.indystar.com/story|Indianapolis, IN 46260 USA||Indianapolis fertility doctor accused of using own spermhttp://www.indystar.com/story/news/crime/2016/09/12/fertility-doctor-facing-charges/90253406/In court documents, prosecutors assert that Cline was revealed by online DNA testing sites and that he once said he may have used his sperm 50 times.|http://www.reproductivehope.com/|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=1&dpIdentityNumber=&faID=675&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|1
128|65492|Dr. Cravy, San Angelo Comm. Med. Ctr.|3501 Knickerbocker Rd San Angelo, TX 76904 USA|325-949-9511||http://www.sacmc.com|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=1&dpIdentityNumber=&faID=65492&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|1
129|761|Dr. Crippen, Kenneth|San Diego, CA USA||Dr. Crippen's office,  at one time, was in San Diego and near the University Hospital.||https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=1&dpIdentityNumber=&faID=761&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|1
130|750|Dr. David, Sami S. (Mt. Sinai)|1047 Park Avenue New York, NY 10028 USA|212-831-0430| |http://samidavid.com/index.htm|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=1&dpIdentityNumber=&faID=750&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|1
131|336|Dr. Davis, Jerome|1221 East 60th Street (last known address) New York, NY USA|212-9330500| ||https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=1&dpIdentityNumber=&faID=336&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|1
132|194|Dr. Debrovner, Charles H.|338 East 30th St. New York City, NY 10016 USA|(212) 683-0090|I believe Dr. Debrovner is associated with NYU's Medical center (see also NYU Medical Center). He (at least in earlier years) may have used Repro Lab to get sperm from, which was located next door.|http://www.med.nyu.edu/people/debroc01.html|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=1&dpIdentityNumber=&faID=194&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|1
133|274|Dr. Decker|East 80s NYC, NY USA||||https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=1&dpIdentityNumber=&faID=274&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|1
134|594|Dr. Des Rosiers & Wernecke|1301 W. 38th St. Austin, TX 78731 USA|512-454-5721||http://www.austinbabydocs.com|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=1&dpIdentityNumber=&faID=594&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|1
135|448|Dr. Deshan, Preston|4915 19th Street Lubbock, TX 79407 USA||||https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=1&dpIdentityNumber=&faID=448&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|1
136|669|Dr. Di Benedetto, Robert J.|180 eagle rock avenue roseland, NJ 07068 USA|973-226-3030|||https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=1&dpIdentityNumber=&faID=669&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|1
137|689|Dr. Diamond, Sharon|61 East 86th Street New York, NY 10028 USA|(212) 876 2200|Additional information from her business card:SHARON B. DIAMOND, M.D.[GYNECOLOGY]FAX (212) 860 7653Background:Dr. Sharon B. Diamond is affiliated with Mt. Sinai Hospital / Mt. Sinai School of Medicine. As of March 2008, she is still in practice at her East 86th Street location. ||https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=1&dpIdentityNumber=&faID=689&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|1
138|148|Dr. Dourmashkin, Leonard|office closed new york, NY USA||He was a urologist on Park ave NYC affiliated w/ Mount Sinai and Albert Einstein in NYC||https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=1&dpIdentityNumber=&faID=148&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|1
139|1127|Dr. Durfee, Raphael|Portland, OR USA||Dr. Durfee was an attending physician and professor at OHSU University of Oregon Health Sciences and used the sperm bank there.||https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=1&dpIdentityNumber=&faID=1127&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|1
140|65513|Dr. Eisen, Abe|Mount Sinai Hospital University Ave Toronto, ON CAN||||https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=1&dpIdentityNumber=&faID=65513&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|1
141|65217|Dr. Engel, Tibor|Denver, CO USA||||https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=1&dpIdentityNumber=&faID=65217&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|1
142|611|Dr. Essig, Mitchell|New York, NY USA||||https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=1&dpIdentityNumber=&faID=611&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|1
143|350|Dr. Etkins|Union Street Schenectady, NY 12308 USA|unknown|Private OB/Gyn doctor||https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=1&dpIdentityNumber=&faID=350&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|1
144|1196|Dr. Evans, Sidney|Georia Street Vancouver, BC CAN||||https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=1&dpIdentityNumber=&faID=1196&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|1
145|909|Dr. Eward, Ralph Donald (See W. MI Repro)|4362 CASCADE RD SE Grand Rapids, MI 49501 USA|616-957-1330|Cascade Medical Center (now is called Quest Diagnostics).Also see postings under: West Michigan Reproductive Institute, P.C.|http://www.questdiagnostics.com|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=1&dpIdentityNumber=&faID=909&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|1
146|778|Dr. Falk and Dr. Rifka|Current listed addresses (2008): Drs. Falk & Rifka, 2440 M St. NW #401, Washington, DC; Dr. Rifka also at 10215 Fernwood #301, Bethesda, MD Washington, DC 20546 USA||In 1985, Drs. Falk and Rifka provided fertility services, including artificial insemination, out of an office at Columbia Hospital for Women, although they both taught/worked at Georgetown University Hospital.  Columbia Hospital for Women was torn down in the 1990s.||https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=1&dpIdentityNumber=&faID=778&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|1
147|65038|Dr. Feinstein, Fred Private Clinic|Cape Town, ZAF||921-924 Medipark, Hertzog Bvde||https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=1&dpIdentityNumber=&faID=65038&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|1
148|423|Dr. Finegold, Wilfred J.|Pittsburgh, PA USA||Check University of Pittsburgh listings on the registry, too. Page 67 (77 if you use the search by page number box) of the www link has information on Dr. Finegold. Wilfred Finegold, a medical doctor whose practice inObstetrics/Gynecology led him to be a pioneer in the field of infertility; year of birth, 1909; [T1S1] aPittsburgh native; residency at Chicago Lying-In Hospital in the field of obstetrics and gynecology; one of the first doctors to practice in the field of infertility in Pittsburgh; 1960, first interested in infertility; one year of residency at Chicago Lying-In Hospital in the infertility department; return to Pittsburgh to head infertility clinic at Planned Parenthood of Pittsburgh; growth of infertility clinic leads to a full-time career.|http://www.library.pitt.edu/guides/archives/ncjw.pdf |https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=1&dpIdentityNumber=&faID=423&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|1
149|383|Dr. Fisher, Elbert|Sixth St. Medical office Building. Suite 400 Panama City, FL 32401 USA||Dr. Elbert Fisher an OB-GYN came to Panama City, Florida from Miami,Fl. He practiced from 1994 until his death in approx.2003. He used fresh sperm in his attempts to achieve pregnancy.I donated about 7 years. He only had 1-2 donors he used. I believe his pts. were taken by  Emerald Coast Obstetrics after his death Phone 850 769-0338.||https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=1&dpIdentityNumber=&faID=383&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|1
150|591|Dr. Foust, Glenn|Denver, CO USA||||https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=1&dpIdentityNumber=&faID=591&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|1
