|bankid|bankname|bankaddress|bankphone|bankdesc|bankurl|searchurl|dtype
50|10|Colorado Center for Reproductive Medicine|10290 Ridgegate Circle Lone Tree, CO 80124-5331 USA|303-788-8300|9/16Hi to all our Colorado Center For Reproductive Medicine (CCRM) recipient families and donors who are posted on the Donor Sibling Registry,I noticed that 18 of the 33 postings on the Donor Sibling Registry by families and donors who have used CCRM in Colorado have not posted with donor numbers. While connecting can still occur, posting with a donor number makes it a lot easer and more likely to happen.I called CCRM today and they assured me that they would have no problem giving recipient parents, donor conceived people over 18, and donors their donor numbers.  Recipient families and donors have a right to know their own donor numbers, as they have the choice to make mutual consent contact on the DSR- no matter what type of donor you used, and no matter what kind of paperwork you signed.This is great news for all of you who posted without knowing your donor number, and who wish to make mutual consent contact on the Donor Sibling Registry.So give them a call: (303) 586-3407, get your donor number, and then update your DSR posting.Good luck!~Wendy|http://www.colocrm.com|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=10&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
51|802|Colorado Reproductive Endrocrinology|4600 East Hale Pkwy., Suite 350 Denver, CO 80220 USA|303-321-7115|Main clinic and laboratory: Denver, CO:  Denver Rose Medical Center,Wolf Surgery Building,4600 East Hale Parkway, Suite 350,Denver, Colorado 80220.Satellite office- Parker, CO: Parker Adventist Hospital,9397 Crown Crest Blvd., Suite 100,Parker, Colorado 80138.|http://www.coloradofertility.com|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=802&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
52|106|Columbia Hospital for Women (DC)|DC USA||This was within the Hospital, i dont think it was a seprate clinic. This was in 1984 and 1987, Drs. Falk and Rifka. Closed in May 2002|http://www.nlm.nih.gov/hmd/medtour/columbia.html|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=106&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
53|266|Columbia University Medical Center (Sloane)|New York City, NY 10032 USA||Previously called Sloane Hospital for Women before joining Columbia Universtity Medical center. Was NEW YORK HOSPITAL, now known as Columbia Presbyterian Hospital. See entries under Presbyterian Hospital and Sloane Hospital too.|http://www.cumc.columbia.edu/dept/obgyn/services/infertility/|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=266&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
54|65001|ConceiveAbilities|Two North Riverside Plaza Suite 1430 Chicago, IL 60606 USA|877-201-7211|Formerly Reproductive Options of Illinois|http://www.conceivabilities.com|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=65001&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
55|65229|Conceptions Center, Hawaii|4348 Waialae Ave. #561 Honolulu, HI 96816 USA|(808) 234-3059||http://www.conceptionscenter.com|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=65229&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
56|193|Conceptions Reproductive Associates|4600 Hale Parkway Denver, CO 80220 USA|303-399-6515|Locations in Littleton, Denver, Lafayette, and Sky Ridge. Some of these sperm donors are also California Cryobank or Cryogam Colorado donor numbers.|http://www.conceptionsrepro.com|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=193&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
57|877|Conceptual Options (CA)|14269 Danielson St, Suite 102 Poway, CA 92064 USA|858-748-4222||http://www.conceptualoptions.com|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=877&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
58|169|Cooper Centre for IVF|8002 E. Greentree Commons Marlton, NJ 08053 USA|(856) 751-5575|Fairfax Cryobank states that this is an affiliate of theirs on their website in early 2007, it may have been before that year too.|http://www.ccivf.com|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=169&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
59|727|Cooper Institute for Adv Reproductive Medicine, TX|Beechnut Street Houston, TX USA||||https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=727&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
60|334|Cornell University/The NY Hospital|515 East 71th Street New York, NY 10021 USA|212-746-3173|The Center for Reproductive Medicine & Infertility. Also was known as Weil Medical College of Cornell University, (formerly, The New York Hospital of Cornell University). Check Fairfax Cryobank and California Cryobank for matches, as donors may have originated from there.|http://www.ivf.org|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=334&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
61|170|CReATe Fertility Centre|700 Bay St., Suite 1100 Toronto, ON M5G 1N8 CAN|416 323 7727|Dr. Clifford Librach - Medical DirectorOther Doctors: Dr. Ari Baratz, Dr. Prati Sharma, Dr. Karen Glass|http://www.createivf.com/|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=170&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
62|679|Creating New Generations (OR)|Coos Bay, OR 97420 USA|541.266.8284||http://www.creatingnewgenerations.com/frames/cng_main.html|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=679&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
63|65427|Creative Conceptions Inc|CA||||https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=65427&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
64|736|Crozer Chester Medical Center (PA)|1 Medical Center Blvd upland, PA 19013 USA|610-447-2000|||https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=736&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
65|11|Cryobiology, Inc.|4830D Knightsville Blvd. Columbus, OH 43214 USA|614-451-4375|Donor number starts with CB, LX, or PC, depending on if the donor donated at Cryobiology (the CB numbers), or one of its satellite banks: LaCrosse (WI) Cryobank which opened in 2005 (the LX numbers), or Pittsburgh (PA) Cryobank which opened in 1996 (the PC numbers). |http://www.cryobio.com/|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=11&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
66|65345|CT Fertility|4920 Main Street Bridgeport, CT 06606 USA|+1 203-373-1200||http://http://www.ctfertility.com|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=65345&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
67|557|Diamond Institute (NJ)|Millburn, NJ USA||||https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=557&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
68|250|Dominion Fertility (VA)|Arlington, VA USA|||http://www.dominionfertility.com|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=250&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
69|65070|Donor Egg Bank, LA|Los Angeles, CA USA||||https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=65070&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
70|65440|Donor Egg Bank, MD|1355 Piccard Drive Rockville, MD 20850 USA|(855) 344 - 2265|Egg Donor Bank|http://www.donoreggbankusa.com|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=65440&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
71|386|Donor Source, The (CA)|Irvine/Newport, CA USA|877-375-8888|In Newport Beach California prior to 2006. Egg Donors. Now has locations in  Los Angeles, CA , San Diego, CA, San Francisco, CA,   Orange County, CA,   Phoenix, AZ,  Denver, CO, Miami, FL, Atlanta, GA, Las Vegas, NV, North Carolina,  South Carolina,  Portland, OR,  Seattle, WA |http://thedonorsource.com|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=386&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
72|883|Dr. Beck, William|800 Spruce Street Philadelphia, PA 19107 USA||Residence at Pennsylvania Hospital until August of 1985.||https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=883&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
73|1301|Dr. Brandeis, Vincent T.|New york, NY USA||||https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=1301&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
74|1224|Dr. Brody, Steven|San Diego, CA USA|619-265-1800|Advanced Fertility Institute of San Diego & La Jolla Fertility ClinicReproductive Endocrinology Associates San Diego**Reproductive Endocrinology & IVF Director Alvarado Hospital (1991-2003)|http://www.fertilitydocs.com|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=1224&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
75|458|Dr. Cauwet, Roy|Palo Alto, CA USA||(pronounced CoVay), Stanford/Palo Alto||https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=458&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
76|738|Dr. El-Roiey, Albert|1 Medical Ctr Blvd Upland, PA 19013 USA|610 447-2727|In Crozer Medical Ctr|http://www.crozerfertility.com|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=738&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
77|65202|Dr. Glock|Chicago, IL USA|2396927987|||https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=65202&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
78|65461|Dr. Grazi, Richard|2010 Bay parkway Brooklyn, NY USA||||https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=65461&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
79|835|Dr. Liebrach, Clifford|790 Bay Street Toronto, ON CAN|416-3237727|He is part of CREATE, which has a separate listing on this registry.|http://www.createivf.com/|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=835&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
80|116|Dr. Pabon|Bee Ridge Rd. Sarasota, FL USA||||https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=116&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
81|734|Dr. Pearlstone - Infertility Center of St. Louis|St. Louis, MO USA||At that time the clinic was located in St. Lukes Hospital, Chesterfield, MO||https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=734&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
82|65399|Dr. Rodriguez (See Presby. Plano list)|6130 West Parker Road Plano, TX 75093-8185 USA|972-981-7800|Presbyterian Plano ARTS|http://texasivf.com|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=65399&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
83|1134|Dr. Sahakian|10921 Wilshire Blvd, #700 Los Angeles, CA 90024 USA|310) 209-7700||http://pfcla.com|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=1134&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
84|111|Dr. Seibel, Machelle M.|Boylston Street Chestnut Hill, MA 02467 USA||||https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=111&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
85|559|Dr. Steinberg, Jeffrey|16030 Ventura Blvd., Suite 404 Encino, CA 91436 USA|(818) 728-4600|Dr Steinberg works at the Fertility Insitutes in Los Angeles and Ventura County|http://www.fertility-docs.com|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=559&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
86|414|Dr. Stoelk (Northwest Fertility Clinic)|1750 SW Harbor Way #200 Portland, OR 97201 USA|503-227-7799|Northwest Fertility Clinic. ||https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=414&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
87|1119|Dr. Welden, Stephen|Tampa, FL USA||||https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=1119&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
88|65099|Dream Donations/The Donor Source|Newton, MA USA||Egg donation||https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=65099&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
89|155|Duke Fertility Clinic/University|Durham, NC USA||||https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=155&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
90|463|East Coast Fertility|Old Country Road Plainview, NY USA||||https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=463&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
91|884|Eastern Virginia Medical School (EVMS/Jones Inst.)|Norfolk, VA USA||Please post at the Jones Institute- Do not post here. ||https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=884&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
92|251|ED, Inc. (CA and MD)|Encino, CA 91436 USA|818.385.0950|Egg Donation, Inc. West Coast Office-15821 Ventura Blvd. Suite 675,Encino, CA 91436,818-385-0950, East Coast Office-9 State Circle Suite 302,Annapolis, Maryland 21401,410-990-9860 |http://www.eggdonor.com|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=251&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
93|65384|Egg  Donor Solutions|2150 S. Central Expressway Suite 200 McKinney, TX 75070 USA|||http://www.eggdonorsolutions.com|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=65384&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
94|65239|Egg Donor America|4316 evergreen lane Annandale , VA 22003 USA|8777703378|Previous name was Egg Donor Surrogacy USA|http:// www.eggdonoramerica.com|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=65239&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
95|397|Egg Donor and Surrogacy Institute (EDSI)-CA|866.344.3662 Los Angeles, CA 90024 USA|310.209.1898|10940 Wilshire Boulevard - 18th Floor|http://eggdonoronline.com|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=397&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
96|255|Egg Donor Center of Dallas, Inc., The|1720 Avenue K Plano, TX 75074 USA|214-503-6553||http://www.eggdonorcenter.com|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=255&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
97|372|Emory University Clinic|Atlanta, GA USA||EUC ran its own fresh sperm donation program until the late 1980's. |http://www.emoryhealthcare.org|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=372&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
98|370|Exceptional Donors, Inc|2222 NW Lovejoy, Suite 304 Portland, OR 97201 USA|503 243.7760|A full service egg donation agency, located in Portland, Oregon . A division of Oregon Reproductive Medicine, which is owned and operated by Drs. John Hesla,  Robert Matteri, and  Brandon Bankowski.|http://www.exceptionaldonors.com|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=370&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
99|15|Fairfax Cryobank|3015 Williams Drive, #110 Fairfax, VA 22301 USA|800-338-8407|These numbers are the same as those at GIVF (Genetics and IVF). Sperm donors should be listed here, egg donors at GIVF. Fairfax supplies sperm to Can Am Cryo (Canada). They link to CLI on their website (and CLI links to Fairfax on their website), but they have their own donor numbers. They bought out a bunch of smaller sperm banks, including CLI, in 2002, but some of those banks are still operating in separate buildings and kept their old name. The donors are still separate from Fairfax numbers, so they don't have to be crossposted to the Fairfax list (but may need to be posted to another list--see the specific facility to see if something is mentioned in the heading).|http://www.fairfaxcryobank.com|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=15&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
100|246|Fertility & IVF Center of Miami|8950 North Kendall Drive, Suite 103 Miami, FL USA|305-596-4013||http://www.miami-ivf.com|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=246&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
101|163|Fertility & Surgical Associates of California|325 Rolling Oaks Drive Suite 110 Thousand Oaks, CA 91361 USA|800-961-1801||http://www.fertilityassociates.com|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=163&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
102|408|Fertility Alternatives (CA)|29544 Baker Lane Murrieta, CA 92563 USA|951-696-7466|The President/Owner of the agency is Dawn Hunt.email: Fainc@speedband.com|http://www.fertilityalternatives.com/|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=408&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
103|65244|Fertility Associates of Memphis|80 Humphreys Center Dr Ste 307 Memphis, TN 38120-2363 USA|901-747-2229||http://http://fertilitymemphis.com|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=65244&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
